Surgical significance of the Paranasal Sinuses?	The nasal cavity → sphenoid sinus → sellar floor corridor is the standard route to the [[pituitary-gland]]. The sphenoid ostia are widened, the intersinus septum removed, and the sellar floor opened. The carotid and optic prominences define the lateral safe limits.	rhoton::anatomy rhoton::skull-base rhoton::sellar-region
What is the Cavernous Sinus?	Dural envelope with ICA and cranial nerves III-VI	rhoton::anatomy rhoton::venous-system rhoton::skull-base
What anatomical region contains the Cavernous Sinus?	Skull Base Foramina	rhoton::anatomy rhoton::venous-system rhoton::skull-base
Surgical significance of the Cavernous Sinus?	- Tumors (meningiomas, pituitary adenomas, schwannomas) may invade or compress the sinus	rhoton::anatomy rhoton::venous-system rhoton::skull-base
What is the Recurrent Artery of Heubner?	Largest ACA perforator, ACoA surgery risk	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Recurrent Artery of Heubner?	Anterior Cerebral Artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
Surgical significance of the Recurrent Artery of Heubner?	The Heubner artery is the perforator most frequently injured in ACoA aneurysm clipping:	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Middle Meningeal Artery?	Foramen spinosum, epidural hematoma, dural supply	rhoton::anatomy rhoton::vasculature rhoton::skull-base
What anatomical region contains the Middle Meningeal Artery?	Maxillary Artery	rhoton::anatomy rhoton::vasculature rhoton::skull-base
Surgical significance of the Middle Meningeal Artery?	Rupture of the MMA (usually the anterior branch) from a temporal bone fracture at the pterion is the classic cause of epidural hematoma. The lucid interval (temporary improvement before deterioration) occurs as the arterial hemorrhage progressively compresses the [[cerebral-lobes|temporal lobe]] → u	rhoton::anatomy rhoton::vasculature rhoton::skull-base
What is the Anterior Spinal Artery?	VA branch, anterior cord supply, spinal artery syndrome	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Anterior Spinal Artery?	Vertebral Artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Anterior Spinal Artery?	The ASA is visible on the anterior surface of the medulla after opening the dura at the [[foramen-magnum]]. It marks the midline and must be preserved during dissection of ventral foramen magnum lesions.	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Abducens Nerve?	CN VI, longest subarachnoid course, Dorello's canal	rhoton::anatomy rhoton::cranial-nerves rhoton::cavernous-sinus
What anatomical region contains the Abducens Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::cavernous-sinus
Surgical significance of the Abducens Nerve?	CN VI is the most vulnerable nerve in cavernous sinus approaches. Its free intracavernous position (not protected by the lateral wall) means it is encountered early when opening the sinus medially.	rhoton::anatomy rhoton::cranial-nerves rhoton::cavernous-sinus
What is the Superior Petrosal Vein?	Vein of Dandy, retrosigmoid obstacle, petrosal drainage	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
What anatomical region contains the Superior Petrosal Vein?	Posterior Fossa Veins	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
Surgical significance of the Superior Petrosal Vein?	The superior petrosal vein crosses the surgical corridor between the [[cerebellum]] and the [[trigeminal-nerve|CN V]] root. During microvascular decompression for trigeminal neuralgia:	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
What is the Anterior Cerebral Artery?	A1-A5 segments, ACoA complex, recurrent artery of Heubner	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Anterior Cerebral Artery?	Anterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Transverse Sinus?	Torcular-sigmoid conduit, Labbé drainage, craniotomy boundary	rhoton::venous rhoton::dural-sinus rhoton::posterior-fossa
What anatomical region contains the Transverse Sinus?	Dural Venous Sinuses	rhoton::venous rhoton::dural-sinus rhoton::posterior-fossa
Surgical significance of the Transverse Sinus?	- The transverse sinus defines the **inferior limit** of occipital and parietal craniotomies	rhoton::venous rhoton::dural-sinus rhoton::posterior-fossa
What is the Thalamoperforating Arteries?	P1 perforators, Percheron variant, basilar apex risk	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Thalamoperforating Arteries?	Posterior Cerebral Artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Superior Cerebellar Artery?	Upper neurovascular complex, CN V relation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Superior Cerebellar Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Superior Hypophyseal Artery?	Pituitary portal supply, chiasm perforators	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Superior Hypophyseal Artery?	Internal Carotid Artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Ethmoidal Arteries?	AEA/PEA, cribriform landmarks, anterior skull base supply	rhoton::anatomy rhoton::vasculature rhoton::anterior-fossa
What anatomical region contains the Ethmoidal Arteries?	Ophthalmic Artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-fossa
Surgical significance of the Ethmoidal Arteries?	The ethmoidal arteries must be identified and controlled during:	rhoton::anatomy rhoton::vasculature rhoton::anterior-fossa
What is the Anterior Choroidal Artery?	Cisternal course, choroidal fissure entry, supply territory	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Anterior Choroidal Artery?	Anterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Occipital Artery?	ECA branch, far-lateral landmark, EC-IC bypass donor	rhoton::anatomy rhoton::vasculature rhoton::external-carotid
What anatomical region contains the Occipital Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::external-carotid
Surgical significance of the Occipital Artery?	The occipital artery is encountered early during the [[far-lateral-approach]] as the superficial and deep muscular layers are dissected. It is exposed passing behind the superior oblique and semispinalis capitis. The artery must be identified and preserved or controlled during the suboccipital muscl	rhoton::anatomy rhoton::vasculature rhoton::external-carotid
What is the Sigmoid Sinus?	S-shaped course, asterion landmark, craniotomy boundary	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
What anatomical region contains the Sigmoid Sinus?	Dural Venous Sinuses	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
Surgical significance of the Sigmoid Sinus?	The sigmoid sinus is the **anterior boundary** of the retrosigmoid craniotomy. The bone flap is placed just posterior to the sigmoid sinus, and the dura is opened behind it to access the [[cerebellopontine-cistern]].	rhoton::anatomy rhoton::venous-system rhoton::posterior-fossa
What is the Posterior Choroidal Arteries?	PCA branches, pineal/choroid plexus supply	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Posterior Choroidal Arteries?	Posterior Cerebral Artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Greater Superficial Petrosal Nerve?	GSPN, geniculate landmark, Kawase triangle boundary	rhoton::anatomy rhoton::cranial-nerve rhoton::skull-base
What anatomical region contains the Greater Superficial Petrosal Nerve?	Facial Nerve	rhoton::anatomy rhoton::cranial-nerve rhoton::skull-base
What is the Labyrinthine Artery?	AICA branch, sole cochlear supply, deafness risk	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Labyrinthine Artery?	Aica	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Labyrinthine Artery?	The labyrinthine artery is at risk in all three surgical approaches:	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Maxillary Artery?	ECA terminal, infratemporal/pterygopalatine course, endonasal landmark	rhoton::artery rhoton::external-carotid rhoton::infratemporal-fossa
What anatomical region contains the Maxillary Artery?	Anterior Circulation	rhoton::artery rhoton::external-carotid rhoton::infratemporal-fossa
Surgical significance of the Maxillary Artery?	- The [[sphenopalatine-artery]] (terminal branch) is the pedicle of the **nasoseptal flap** — the workhorse flap for [[endoscopic-endonasal-approach|endonasal skull base reconstruction]]	rhoton::artery rhoton::external-carotid rhoton::infratemporal-fossa
What is the Posterior Cerebral Artery?	P1-P4 segments, thalamoperforating, choroidal branches	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Posterior Cerebral Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Posterior Inferior Cerebellar Artery?	Lower neurovascular complex, telovelar approach	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Posterior Inferior Cerebellar Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Olfactory Nerve and Tract?	CN I, cribriform plate, olfactory groove meningioma	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-fossa
What anatomical region contains the Olfactory Nerve and Tract?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-fossa
Surgical significance of the Olfactory Nerve and Tract?	Arise from the dura over the cribriform plate and planum sphenoidale ([[sphenoid-bone]]). They grow between the frontal lobes, displacing the olfactory tracts laterally. Often large at diagnosis due to "silent" location. Approaches:	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-fossa
What is the Optic Chiasm?	Visual pathway crossing, sellar region landmark	rhoton::anatomy rhoton::cranial-nerves rhoton::visual-pathway
What anatomical region contains the Optic Chiasm?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::visual-pathway
Surgical significance of the Optic Chiasm?	- **Pituitary adenomas** — compress the chiasm from below, causing bitemporal hemianopia (classic visual field defect)	rhoton::anatomy rhoton::cranial-nerves rhoton::visual-pathway
What is the Dentate Ligament?	Foramen magnum landmark, anterior/posterior compartment division	rhoton::anatomy rhoton::foramen-magnum rhoton::spinal-cord
What anatomical region contains the Dentate Ligament?	Foramen Magnum	rhoton::anatomy rhoton::foramen-magnum rhoton::spinal-cord
Surgical significance of the Dentate Ligament?	The dentate ligament is a key orientation landmark after dural opening:	rhoton::anatomy rhoton::foramen-magnum rhoton::spinal-cord
What is the Middle Cerebral Artery?	M1-M4 segments, branching patterns, lenticulostriate arteries	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Middle Cerebral Artery?	Anterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Extraocular Muscles?	Rectus/oblique muscles, annulus of Zinn, CN palsies	rhoton::anatomy rhoton::orbit rhoton::cranial-nerves
What anatomical region contains the Extraocular Muscles?	Orbit	rhoton::anatomy rhoton::orbit rhoton::cranial-nerves
Surgical significance of the Extraocular Muscles?	Complete palsy of CN III, IV, V1, and VI from lesions at the SOF. All eye movements lost + forehead numbness + ptosis + fixed dilated pupil.	rhoton::anatomy rhoton::orbit rhoton::cranial-nerves
What is the Internal Cerebral Veins?	Velum interpositum, venous angle, thalamostriate drainage	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What anatomical region contains the Internal Cerebral Veins?	Deep Venous System	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
Surgical significance of the Internal Cerebral Veins?	The [[interhemispheric-approach|transcallosal approach]] exposes the internal cerebral veins in the roof of the third ventricle after opening the velum interpositum. The tela choroidea between the fornix and the ICV must be opened carefully to access third ventricle tumors.	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What is the Anterior Communicating Artery?	Connects bilateral ACAs, most common aneurysm site	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Anterior Communicating Artery?	Anterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Oculomotor Nerve?	CN III, PCA-SCA sandwich, PCoA aneurysm relation	rhoton::anatomy rhoton::cranial-nerves rhoton::rhoton
What anatomical region contains the Oculomotor Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::rhoton
What is the Superficial Temporal Artery?	STA-MCA bypass donor, pterional landmark, CN VII relation	rhoton::artery rhoton::external-carotid rhoton::scalp
What anatomical region contains the Superficial Temporal Artery?	Anterior Circulation	rhoton::artery rhoton::external-carotid rhoton::scalp
Surgical significance of the Superficial Temporal Artery?	- The **STA-MCA bypass** is the standard low-flow revascularization procedure	rhoton::artery rhoton::external-carotid rhoton::scalp
What is the Vestibulocochlear Nerve?	CN VIII, vestibular schwannoma origin	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What anatomical region contains the Vestibulocochlear Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What is the Optic Tract?	Post-chiasmatic pathway, AChA landmark, uncal herniation	rhoton::anatomy rhoton::cranial-nerve rhoton::deep-structures
What anatomical region contains the Optic Tract?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerve rhoton::deep-structures
Surgical significance of the Optic Tract?	The optic tract is a visible landmark during:	rhoton::anatomy rhoton::cranial-nerve rhoton::deep-structures
What is the Bridging Veins?	Four drainage groups, Labbé/Trolard, craniotomy risks	rhoton::anatomy rhoton::venous-system rhoton::surgical-landmark
What anatomical region contains the Bridging Veins?	Cerebral Veins	rhoton::anatomy rhoton::venous-system rhoton::surgical-landmark
Surgical significance of the Bridging Veins?	The number and distribution of bridging veins vary considerably between patients. In limited surgical exposures, it is difficult to assess how significant the anastomotic channels are. Sacrificing a single large bridging vein that drains an entire lobe is far more likely to produce venous infarction	rhoton::anatomy rhoton::venous-system rhoton::surgical-landmark
What is the Internal Carotid Artery?	C1-C4 segments, prebifurcation branches	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Internal Carotid Artery?	Anterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Vertebral Artery?	V1-V4 segments, vertebrobasilar system, foramen magnum	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Vertebral Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Vertebral Artery?	The primary corridor for vertebral artery pathology at the foramen magnum. The V3 segment is identified in the suboccipital triangle between the C1 and C2 transverse processes, then traced to its dural entry. The approach provides exposure of the anterolateral foramen magnum, vertebral artery, and v	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Ophthalmic Artery?	First ICA branch, orbital supply, ethmoidal arteries	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Ophthalmic Artery?	Internal Carotid Artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
Surgical significance of the Ophthalmic Artery?	Removing the anterior clinoid process unroofs the optic canal and exposes the ophthalmic artery origin from the ICA. Critical for paraclinoid [[internal-carotid-artery|ICA]] [[aneurysm-surgery]] and optic nerve decompression.	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Facial Nerve?	CN VII, CP angle surgery, parotid branches	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What anatomical region contains the Facial Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What is the Trigeminal Nerve?	CN V, three divisions, neurovascular compression	rhoton::anatomy rhoton::cranial-nerves rhoton::rhoton
What anatomical region contains the Trigeminal Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::rhoton
Surgical significance of the Trigeminal Nerve?	- The superior petrosal veins converge near CN V — may need division during [[retrosigmoid-approach]]	rhoton::anatomy rhoton::cranial-nerves rhoton::rhoton
What is the Optic Nerve?	CN II, orbital/canalicular/cisternal segments, opticocarotid triangle	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-circulation
What anatomical region contains the Optic Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-circulation
Surgical significance of the Optic Nerve?	The optic nerve is one of the first structures identified. The **opticocarotid triangle** (between the optic nerve, ICA, and A1) provides the corridor to the [[basilar-artery]] apex and [[posterior-communicating-artery]]. The nerve must be protected during aneurysm clipping.	rhoton::anatomy rhoton::cranial-nerves rhoton::anterior-circulation
What is the Anterior Inferior Cerebellar Artery?	Middle neurovascular complex, meatal loop, labyrinthine artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Anterior Inferior Cerebellar Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Pituitary Gland?	Adenohypophysis/neurohypophysis, hypophyseal arteries	rhoton::anatomy rhoton::sellar-region rhoton::endocrine
What anatomical region contains the Pituitary Gland?	Sellar Region	rhoton::anatomy rhoton::sellar-region rhoton::endocrine
Surgical significance of the Pituitary Gland?	The preferred route for pituitary adenomas. The nasal cavity → sphenoid sinus → sellar floor pathway avoids brain retraction. The endoscopic endonasal variant has become the standard technique. Extended approaches reach suprasellar and clival lesions.	rhoton::anatomy rhoton::sellar-region rhoton::endocrine
What is the Trochlear Nerve?	CN IV, dorsal origin, tentorial edge course, thinnest CN	rhoton::anatomy rhoton::cranial-nerves rhoton::tentorial-incisura
What anatomical region contains the Trochlear Nerve?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::tentorial-incisura
Surgical significance of the Trochlear Nerve?	CN IV is the cranial nerve most frequently injured during operations in the middle incisural space. Its extreme thinness and friability make it vulnerable to:	rhoton::anatomy rhoton::cranial-nerves rhoton::tentorial-incisura
What is the Posterior Communicating Artery?	Lateral boundary of circle of Willis, premamillary artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Posterior Communicating Artery?	Circle Of Willis	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Basilar Artery?	Pontine trunk, SCA/AICA/PCA branches, perforators	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Basilar Artery?	Posterior Circulation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Basilar Artery?	Among the most challenging intracranial aneurysms. Approached via the [[pterional-approach]] (most common), [[transsphenoidal-approach|anterior transpetrosal]], or subtemporal corridors. The bifurcation height determines the optimal approach: high bifurcations favor pterional, low bifurcations may r	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Lower Cranial Nerves (CN IX–XII)?	CN IX-XII, jugular foramen, foramen magnum	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What anatomical region contains the Lower Cranial Nerves (CN IX–XII)?	Cranial Nerves Overview	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
Surgical significance of the Lower Cranial Nerves (CN IX–XII)?	The primary corridor exposing all four lower cranial nerves. CN XI is identified ascending behind the [[vertebral-artery]] through the foramen magnum. CN XII rootlets are seen crossing behind the vertebral artery. CN IX and X are visible at the jugular foramen above.	rhoton::anatomy rhoton::cranial-nerves rhoton::posterior-fossa
What is the Basal Vein of Rosenthal?	Deep venous conduit, PCA parallel, pineal region obstacle	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What anatomical region contains the Basal Vein of Rosenthal?	Deep Venous System	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
Surgical significance of the Basal Vein of Rosenthal?	Injury to the basal vein or its major tributaries can produce **venous infarction** of the [[thalamus]], [[basal-ganglia]], or medial temporal lobe. Although diffuse anastomoses exist between the deep veins, sacrifice of the basal vein may cause severe deficits including hemiplegia, coma, and death.	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What is the Vein of Galen Complex?	Deep venous confluence, ICVs, basal vein, pineal obstacle	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What anatomical region contains the Vein of Galen Complex?	Deep Venous System	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
Surgical significance of the Vein of Galen Complex?	The vein of Galen and its tributaries are the **principal venous obstacle** in approaches to the pineal region, posterior third ventricle, and quadrigeminal cistern:	rhoton::anatomy rhoton::venous-system rhoton::deep-structures
What is the Posterior Spinal Artery?	VA branch, dorsal column supply, dentate ligament relation	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Posterior Spinal Artery?	Vertebral Artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Posterior Spinal Artery?	The posterior spinal artery is identified after opening the dura at the [[foramen-magnum]]:	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Lenticulostriate Arteries?	MCA/ACA perforators, basal ganglia supply, end-arteries	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What anatomical region contains the Lenticulostriate Arteries?	Middle Cerebral Artery	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
Surgical significance of the Lenticulostriate Arteries?	The MCA bifurcation sits at the lateral edge of the [[anterior-perforated-substance]]. Lenticulostriates arise from M1 proximal to the bifurcation and pass upward into the brain **behind** the aneurysm. Before clip placement:	rhoton::anatomy rhoton::vasculature rhoton::anterior-circulation
What is the Thalamogeniculate Arteries?	P2 perforators, lateral thalamus supply, ambient cistern	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What anatomical region contains the Thalamogeniculate Arteries?	Posterior Cerebral Artery	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
Surgical significance of the Thalamogeniculate Arteries?	The thalamogeniculate arteries are at risk during surgery in the ambient cistern, including:	rhoton::anatomy rhoton::vasculature rhoton::posterior-circulation
What is the Sphenopalatine Artery?	Nasoseptal flap pedicle, posterior epistaxis	rhoton::anatomy rhoton::vasculature rhoton::skull-base
What anatomical region contains the Sphenopalatine Artery?	Maxillary Artery	rhoton::anatomy rhoton::vasculature rhoton::skull-base
Surgical significance of the Sphenopalatine Artery?	The sphenopalatine artery is the most common source of **posterior epistaxis** that fails conservative management. Surgical ligation via endoscopic approach at the sphenopalatine foramen is the definitive treatment.	rhoton::anatomy rhoton::vasculature rhoton::skull-base
